e, G, j2j, j2u, logw1, spelldur1, u2j
1,0.24845,1,0,6.4387,4.8,0
0,-1,0,0,-1,11.8,1
0,-1,0,0,-1,1.6,1
1,0.64595,0,1,7.0931,4.15,0
1,0.76801,0,0,7.3153,60,0
1,0.99685,0,0,8.5573,60,0
1,0.51974,0,1,6.8913,53.05,0
1,0.47505,1,0,6.8217,5.4,0
1,0.96886,0,0,8.0183,60,0
1,0.40751,1,0,6.7153,13.65,0
1,0.54558,0,0,6.9317,60,0
1,0.035487,1,0,5.7392,14.9,0
1,0.74054,0,1,7.2611,13.7,0
1,0.314,1,0,6.5596,52.55,0
1,0.71055,0,0,7.2052,60,0
1,0.81183,0,1,7.41,17.55,0
1,0.62897,0,0,7.065,60,0
1,0.043082,1,0,5.7949,23.1,0
1,0.90049,0,0,7.6582,60,0
1,0.23,0,0,6.4017,60,0
1,0.27421,0,0,6.4879,60,0
1,0.48776,0,0,6.8415,60,0
1,0.10579,1,0,6.0848,29,0
1,0.082933,1,0,6.0001,11.4,0
1,0.28724,1,0,6.5119,24.6,0
1,0.58166,0,0,6.9886,60,0
1,0.37113,0,0,6.6563,60,0
1,0.60649,0,0,7.0283,60,0
1,0.60372,0,0,7.0239,60,0
1,0.115,1,0,6.1151,3.2,0
1,0.638,0,0,7.0799,60,0
1,0.52404,0,1,6.898,54.55,0
1,0.12021,1,0,6.1315,18,0
1,0.78619,0,0,7.3532,60,0
1,0.34115,0,0,6.6064,60,0
1,0.65436,0,1,7.1072,38.1,0
1,0.20238,1,0,6.3431,42.3,0
1,0.58472,0,0,6.9934,60,0
1,0.75169,0,1,7.2827,16.15,0
1,0.0072786,1,0,5.3433,8.05,0
1,0.30133,0,0,6.5373,60,0
1,0.86234,0,1,7.538,16.55,0
1,0.79492,0,1,7.372,36.6,0
1,0.8959,0,1,7.6421,1.3,0
1,0.49096,0,1,6.8465,48.65,0
1,0.71499,0,1,7.2133,43.25,0
1,0.389,0,0,6.6855,60,0
1,0.44737,0,0,6.7784,60,0
1,0.10544,1,0,6.0836,18.75,0
1,0.23345,1,0,6.4088,20.3,0
1,0.7614,0,0,7.302,60,0
1,0.6922,0,0,7.1724,60,0
1,0.71542,0,0,7.2141,60,0
0,-1,0,0,-1,9.25,1
1,0.76992,1,0,7.3192,1.8,0
0,-1,0,0,-1,21.6,1
1,0.23958,0,1,6.4211,35.4,0
1,0.45382,0,0,6.7885,60,0
1,0.95196,0,0,7.8941,60,0
0,-1,0,0,-1,11.4,1
1,0.65245,0,0,7.104,60,0
1,0.0050084,1,0,5.2613,16.7,0
1,0.57825,0,0,6.9832,60,0
1,0.80528,0,0,7.395,60,0
1,0.91497,0,1,7.7126,44.6,0
1,0.75943,1,0,7.2981,2.95,0
1,0.54156,1,0,6.9254,18.8,0
1,0.98955,0,1,8.295,5.6,0
1,0.12471,1,0,6.1453,38.35,0
0,-1,0,0,-1,3.25,1
1,0.01765,1,0,5.5534,24.9,0
1,0.46325,0,1,6.8033,15.9,0
1,0.70213,0,1,7.19,0.9,0
1,0.52014,0,1,6.8919,47.2,0
1,0.86527,0,0,7.5464,60,0
1,0.26364,1,0,6.468,13.45,0
1,0.47367,1,0,6.8195,20.85,0
1,0.55772,0,0,6.9507,60,0
1,0.65733,0,1,7.1122,34.45,0
1,0.68091,0,0,7.1526,60,0
1,0.69321,0,0,7.1742,60,0
1,0.33085,1,0,6.5888,56.55,0
1,0.31587,0,0,6.5629,60,0
0,-1,0,0,-1,4.5,1
0,-1,0,0,-1,2.7,1
1,0.46819,0,1,6.811,23.65,0
1,0.31983,0,1,6.5698,0.05,0
1,0.62747,0,1,7.0625,46.4,0
1,0.23961,1,0,6.4212,55.25,0
1,0.60368,0,0,7.0238,60,0
1,0.28149,0,0,6.5014,60,0
1,0.74923,1,0,7.2779,9.75,0
1,0.34049,0,0,6.6052,60,0
1,0.44318,1,0,6.7718,30.25,0
0,-1,0,0,-1,2,1
1,0.68455,0,1,7.1589,10.55,0
1,0.73199,0,1,7.2449,11,0
1,0.012268,1,0,5.4641,29.75,0
1,0.47948,1,0,6.8286,3.45,0
1,0.67705,0,0,7.1459,60,0
0,-1,0,0,-1,26.05,1
1,0.092871,0,0,6.0388,60,0
1,0.75615,0,0,7.2915,60,0
1,0.16582,1,0,6.2577,29.85,0
1,0.8926,0,0,7.6309,60,0
1,0.35336,1,0,6.6269,11.85,0
1,0.90394,0,1,7.6706,7.9,0
1,0.44628,0,0,6.7767,60,0
1,0.67807,0,0,7.1477,60,0
1,0.77474,0,0,7.3292,60,0
1,0.30442,0,1,6.5428,52.8,0
1,0.15057,1,0,6.2184,4.1,0
1,0.26059,0,1,6.4622,56.45,0
1,0.19447,0,0,6.3255,60,0
1,0.60507,0,0,7.0261,60,0
1,0.2424,1,0,6.4267,5.4,0
1,0.97736,0,0,8.1039,60,0
0,-1,0,0,-1,4.6,1
1,0.71476,0,1,7.2129,37.9,0
1,0.38916,1,0,6.6857,45.5,0
1,0.81155,0,1,7.4093,19.85,0
1,0.71312,0,1,7.2099,3.7,0
1,0.35803,1,0,6.6347,10.15,0
1,0.27313,1,0,6.4859,30.45,0
1,0.92403,0,0,7.7503,60,0
1,0.74395,0,1,7.2677,49.25,0
1,0.92287,0,1,7.7453,0.75,0
0,-1,0,0,-1,25.85,1
1,0.19422,1,0,6.325,8.15,0
1,0.013639,1,0,5.4896,16.8,0
1,0.85668,0,1,7.5223,21.25,0
1,0.21386,0,1,6.368,2.1,0
1,0.56631,0,1,6.9643,10.75,0
1,0.50855,0,0,6.8739,60,0
1,0.88402,0,1,7.6029,9.6,0
1,0.16392,1,0,6.2529,16.4,0
1,0.63548,0,1,7.0757,51.45,0
1,0.051097,0,1,5.8456,3.9,0
1,0.32924,0,1,6.5861,27.1,0
1,0.19412,1,0,6.3247,22.8,0
1,0.43686,0,1,6.7619,0.05,0
1,0.07048,1,0,5.9463,31.25,0
0,-1,0,0,-1,10.3,1
1,0.61159,0,1,7.0366,40.05,0
1,0.11702,1,0,6.1215,30.65,0
1,0.78433,0,1,7.3492,36.3,0
1,0.97873,0,0,8.1201,60,0
1,0.89815,0,0,7.6499,60,0
1,0.81024,1,0,7.4063,46.4,0
1,0.55523,1,0,6.9468,6.85,0
1,0.38369,0,0,6.6769,60,0
0,-1,0,0,-1,6.3,1
1,0.014129,1,0,5.4982,30.75,0
0,-1,0,0,-1,28.8,1
1,0.62535,0,0,7.059,60,0
1,0.81399,0,0,7.415,60,0
1,0.76176,1,0,7.3027,25.45,0
1,0.65633,0,0,7.1105,60,0
1,0.98753,0,0,8.2532,60,0
1,0.4869,0,1,6.8402,3,0
1,0.94261,0,0,7.8399,60,0
1,0.62894,0,0,7.0649,60,0
1,0.81513,0,0,7.4176,60,0
1,0.72591,0,0,7.2335,60,0
1,0.83918,0,1,7.4761,33.4,0
1,0.31456,1,0,6.5606,24.95,0
1,0.616,0,0,7.0438,60,0
1,0.90573,0,1,7.6771,15.2,0
1,0.3215,0,0,6.5727,60,0
1,0.26294,0,0,6.4666,60,0
1,0.34534,0,0,6.6134,60,0
1,0.41881,0,0,6.7333,60,0
1,0.92443,0,0,7.7521,60,0
1,0.72583,0,0,7.2333,60,0
1,0.30244,1,0,6.5392,10.5,0
1,0.33066,0,1,6.5885,2.7,0
1,0.16751,1,0,6.2619,9.95,0
1,0.025964,0,1,5.6535,18.7,0
1,0.51346,0,1,6.8815,0.9,0
1,0.14305,0,1,6.1981,23.2,0
1,0.97841,0,0,8.1163,60,0
1,0.025659,1,0,5.6503,18.3,0
0,-1,0,0,-1,16,1
1,0.036194,0,1,5.7448,2.6,0
1,0.36058,1,0,6.6389,14.5,0
1,0.8058,0,1,7.3962,3.85,0
1,0.41442,0,1,6.7263,33.5,0
1,0.19498,1,0,6.3267,1.25,0
1,0.27503,1,0,6.4894,58.2,0
1,0.26539,1,0,6.4713,22.95,0
1,0.60745,0,0,7.0299,60,0
1,0.34787,0,1,6.6177,52.65,0
1,0.66031,0,0,7.1172,60,0
0,-1,0,0,-1,3.5,1
1,0.21715,1,0,6.375,45.1,0
1,0.27494,0,1,6.4892,34.35,0
1,0.40207,0,1,6.7066,3.55,0
0,-1,0,0,-1,4.25,1
1,0.81018,0,0,7.4062,60,0
1,0.4624,1,0,6.8019,49.4,0
1,0.2363,0,0,6.4145,60,0
1,0.47886,0,0,6.8276,60,0
1,0.72188,0,1,7.226,39.05,0
1,0.59952,0,0,7.0171,60,0
1,0.39149,1,0,6.6895,58.85,0
1,0.49347,0,0,6.8504,60,0
1,0.31019,1,0,6.553,59.7,0
1,0.7458,0,0,7.2713,60,0
1,0.92484,0,1,7.7539,21.2,0
1,0.54718,0,1,6.9342,1.8,0
1,0.67724,0,1,7.1462,38.05,0
1,0.9228,0,1,7.745,48.65,0
1,0.84345,0,0,7.487,60,0
1,0.79969,0,1,7.3825,20.3,0
1,0.65755,0,0,7.1126,60,0
1,0.42485,1,0,6.7429,40.95,0
1,0.41676,0,1,6.73,16.05,0
1,0.52185,1,0,6.8946,5.15,0
1,0.088158,0,1,6.0208,19.3,0
1,0.40383,1,0,6.7094,21,0
1,0.14716,1,0,6.2093,13.3,0
1,0.72177,0,0,7.2258,60,0
1,0.76603,0,1,7.3113,7.85,0
1,0.22196,1,0,6.3851,13.45,0
1,0.57075,0,0,6.9713,60,0
1,0.5983,0,1,7.0152,50.8,0
1,0.084974,1,0,6.0083,20.85,0
1,0.73211,0,0,7.2451,60,0
1,0.96101,0,0,7.9551,60,0
1,0.76244,0,0,7.3041,60,0
1,0.97667,0,1,8.096,26.1,0
1,0.096546,1,0,6.0523,4.15,0
1,0.42759,1,0,6.7472,47,0
1,0.65179,0,0,7.1029,60,0
1,0.50309,0,1,6.8654,57.3,0
1,0.81666,0,0,7.4212,60,0
1,0.65047,0,1,7.1006,17.65,0
1,0.89266,0,1,7.6311,46.5,0
1,0.51466,0,0,6.8834,60,0
1,0.37408,0,1,6.6612,2.3,0
1,0.37189,0,1,6.6576,46.55,0
1,0.93315,0,0,7.7919,60,0
1,0.30851,0,1,6.55,22.55,0
1,0.37471,0,1,6.6622,45.8,0
1,0.59277,1,0,7.0063,8.2,0
1,0.69305,0,1,7.1739,26.05,0
1,0.94769,0,1,7.8684,10.7,0
1,0.81306,0,0,7.4128,60,0
1,0.49173,1,0,6.8477,36.75,0
1,0.53229,1,0,6.9109,36.3,0
1,0.89661,0,1,7.6446,0.85,0
1,0.99385,0,0,8.4151,60,0
1,0.0084036,0,1,5.3758,1.9,0
1,0.76076,0,0,7.3007,60,0
0,-1,0,0,-1,8.45,1
1,0.10285,0,1,6.0747,27.4,0
1,0.14409,0,1,6.201,39.85,0
1,0.69556,1,0,7.1783,38.5,0
1,0.53532,0,1,6.9156,48.15,0
1,0.83405,0,1,7.4631,56.8,0
1,0.21224,0,1,6.3646,11,0
1,0.57472,0,1,6.9776,5.7,0
1,0.97988,0,0,8.1344,60,0
1,0.88598,0,1,7.6092,30.55,0
1,0.47849,0,1,6.8271,26,0
1,0.90444,0,0,7.6724,60,0
0,-1,0,0,-1,15.05,1
0,-1,0,0,-1,11.2,1
1,0.23078,1,0,6.4033,29.15,0
1,0.70464,0,0,7.1945,60,0
1,0.99923,0,1,8.8268,54.05,0
1,0.76765,0,0,7.3146,60,0
1,0.54214,0,0,6.9263,60,0
1,0.72515,0,0,7.2321,60,0
1,0.90685,0,1,7.6813,34.45,0
1,0.05565,1,0,5.8717,4.45,0
0,-1,0,0,-1,17.9,1
0,-1,0,0,-1,7.45,1
1,0.066701,0,1,5.9285,17.7,0
1,0.42097,0,1,6.7367,43.25,0
1,0.9285,0,1,7.7702,46.05,0
1,0.58008,1,0,6.9861,1,0
1,0.58261,1,0,6.9901,36.35,0
1,0.72681,0,1,7.2352,38.8,0
1,0.98542,0,1,8.2152,16.4,0
1,0.065071,1,0,5.9206,4.65,0
1,0.11381,0,1,6.1113,37.55,0
0,-1,0,0,-1,3.1,1
0,-1,0,0,-1,6.45,1
1,0.74515,0,1,7.27,29.7,0
1,0.37838,0,1,6.6682,12.35,0
1,0.5783,0,1,6.9832,24.65,0
1,0.51901,0,1,6.8902,40.55,0
1,0.64083,0,1,7.0846,11.75,0
1,0.68592,0,0,7.1613,60,0
0,-1,0,0,-1,2.4,1
1,0.75959,0,0,7.2984,60,0
1,0.96721,0,0,8.004,60,0
1,0.47332,0,0,6.819,60,0
1,0.73395,1,0,7.2486,56.7,0
1,0.28438,0,0,6.5067,60,0
1,0.056118,1,0,5.8742,0.9,0
1,0.7627,0,0,7.3046,60,0
1,0.63646,1,0,7.0773,17.4,0
1,0.40336,0,0,6.7086,60,0
0,-1,0,0,-1,12,1
0,-1,0,0,-1,18.25,1
1,0.48927,0,1,6.8439,28.35,0
0,-1,0,0,-1,14.7,1
1,0.46568,1,0,6.8071,49.95,0
1,0.88481,0,0,7.6054,60,0
1,0.95234,0,0,7.8964,60,0
1,0.60594,0,1,7.0275,2.75,0
1,0.77688,0,0,7.3336,60,0
1,0.86344,0,1,7.5411,29.6,0
1,0.99868,0,0,8.7283,60,0
0,-1,0,0,-1,32.35,1
1,0.52835,1,0,6.9047,23.95,0
1,0.16743,1,0,6.2617,41.5,0
1,0.83543,0,1,7.4666,59.4,0
1,0.42834,0,1,6.7484,6,0
1,0.39245,0,1,6.6911,10.7,0
1,0.49653,0,0,6.8552,60,0
1,0.048839,0,1,5.832,11.4,0
1,0.4306,1,0,6.752,29.6,0
0,-1,0,0,-1,1.35,1
1,0.51752,1,0,6.8878,56.6,0
1,0.49129,0,0,6.847,60,0
1,0.76614,0,0,7.3115,60,0
1,0.61833,0,0,7.0476,60,0
1,0.29162,1,0,6.5198,19.15,0
1,0.88005,0,1,7.5904,4,0
0,-1,0,0,-1,5.1,1
1,0.17319,1,0,6.2758,53.1,0
1,0.0048136,0,1,5.2528,21.9,0
1,0.87244,0,0,7.5673,60,0
1,0.47401,0,1,6.8201,31.6,0
1,0.82018,0,0,7.4294,60,0
1,0.58513,0,0,6.9941,60,0
1,0.67782,0,0,7.1472,60,0
1,0.97534,0,1,8.0814,18.3,0
1,0.33651,1,0,6.5985,5.2,0
1,0.59612,0,1,7.0117,2.2,0
1,0.90448,1,0,7.6726,43.2,0
1,0.77605,0,0,7.3319,60,0
1,0.49928,1,0,6.8594,14.9,0
0,-1,0,0,-1,1.1,1
1,0.093464,1,0,6.041,27.5,0
1,0.67669,0,0,7.1453,60,0
1,0.56635,0,1,6.9643,27.7,0
1,0.55591,0,0,6.9479,60,0
0,-1,0,0,-1,0.7,1
1,0.048114,0,1,5.8275,0.2,0
0,-1,0,0,-1,5,1
1,0.27344,1,0,6.4864,54.4,0
0,-1,0,0,-1,17.85,1
1,0.85575,0,0,7.5197,60,0
1,0.89736,0,0,7.6472,60,0
1,0.6627,1,0,7.1213,46.15,0
1,0.429,1,0,6.7494,43.35,0
1,0.53941,0,0,6.922,60,0
1,0.53314,0,0,6.9122,60,0
1,0.12684,1,0,6.1517,48.55,0
1,0.27726,1,0,6.4935,1,0
1,0.96715,0,0,8.0036,60,0
1,0.52438,0,0,6.8985,60,0
1,0.94563,0,1,7.8566,43.75,0
1,0.55944,0,0,6.9534,60,0
1,0.13307,1,0,6.17,4.4,0
1,0.17348,0,0,6.2765,60,0
1,0.14861,0,0,6.2132,60,0
0,-1,0,0,-1,34.15,1
1,0.65165,0,0,7.1026,60,0
1,0.60433,0,0,7.0249,60,0
1,0.33068,0,0,6.5885,60,0
1,0.037005,1,0,5.7511,47.5,0
1,0.53337,0,1,6.9126,47.7,0
1,0.82349,0,0,7.4373,60,0
1,0.3221,0,0,6.5737,60,0
1,0.25967,0,0,6.4604,60,0
1,0.47283,0,0,6.8182,60,0
1,0.98966,0,1,8.2976,15.45,0
1,0.99454,0,0,8.4412,60,0
1,0.56592,1,0,6.9636,27.15,0
1,0.74934,0,1,7.2781,10.4,0
1,0.93306,0,1,7.7915,19.15,0
1,0.46038,0,1,6.7988,23.4,0
0,-1,0,0,-1,1.95,1
1,0.32375,0,1,6.5766,15.85,0
0,-1,0,0,-1,4,1
1,0.54593,0,1,6.9322,37.65,0
0,-1,0,0,-1,0.55,1
0,-1,0,0,-1,5.55,1
0,-1,0,0,-1,9,1
1,0.86149,0,0,7.5356,60,0
1,0.41618,1,0,6.7291,17.3,0
1,0.24998,1,0,6.4416,59.3,0
1,0.48751,0,1,6.8411,7.35,0
1,0.38816,0,0,6.6841,60,0
1,0.20695,0,1,6.3531,14.4,0
1,0.13014,1,0,6.1614,11.05,0
1,0.0012045,1,0,4.976,15.6,0
1,0.50096,0,0,6.8621,60,0
1,0.80576,1,0,7.3961,5,0
1,0.98285,0,1,8.175,54.2,0
1,0.33453,1,0,6.5951,19.9,0
1,0.08552,1,0,6.0105,35.1,0
1,0.53804,0,1,6.9199,4.6,0
1,0.40041,1,0,6.7039,44.85,0
0,-1,0,0,-1,11.5,1
1,0.96105,0,0,7.9554,60,0
1,0.00272,1,0,5.1343,34.8,0
1,0.64737,0,1,7.0955,59.25,0
0,-1,0,0,-1,0.95,1
1,0.52194,0,0,6.8947,60,0
1,0.034797,1,0,5.7337,16.8,0
1,0.92584,0,0,7.7582,60,0
1,0.27074,1,0,6.4814,0.9,0
1,0.8549,0,0,7.5174,60,0
1,0.23879,1,0,6.4195,15.45,0
0,-1,0,0,-1,0.95,1
1,0.32177,1,0,6.5732,59.55,0
1,0.21485,0,0,6.3701,60,0
1,0.41965,0,1,6.7346,12.15,0
1,0.19518,1,0,6.3271,37.2,0
1,0.85312,0,0,7.5126,60,0
1,0.47454,1,0,6.8209,43.55,0
1,0.031486,0,1,5.7058,17.5,0
1,0.90435,0,1,7.6721,49.45,0
1,0.98198,0,1,8.1626,55.85,0
1,0.88667,0,0,7.6114,60,0
1,0.22222,1,0,6.3856,26.2,0
1,0.58596,0,1,6.9954,11.65,0
1,0.19253,0,1,6.3211,5.4,0
1,0.55518,0,0,6.9467,60,0
1,0.41127,0,1,6.7213,55.4,0
1,0.72777,0,1,7.2369,34.55,0
1,0.18559,1,0,6.3052,54.65,0
1,0.10004,1,0,6.0648,0.75,0
0,-1,0,0,-1,5.65,1
1,0.86836,0,0,7.5553,60,0
1,0.89066,0,0,7.6245,60,0
0,-1,0,0,-1,16.75,1
1,0.40339,1,0,6.7087,15.4,0
1,0.72906,0,0,7.2394,60,0
1,0.5604,0,1,6.9549,15.3,0
1,0.31014,0,1,6.5529,39.2,0
1,0.29772,0,0,6.5308,60,0
1,0.33567,1,0,6.5971,19.25,0
1,0.62538,0,0,7.0591,60,0
1,0.81114,0,1,7.4084,16.9,0
1,0.44581,1,0,6.7759,26.85,0
1,0.60316,0,1,7.023,12.55,0
1,0.7111,0,0,7.2062,60,0
0,-1,0,0,-1,0.05,1
1,0.50797,0,1,6.873,46.6,0
0,-1,0,0,-1,1.2,1
1,0.027311,1,0,5.667,6.35,0
1,0.27416,1,0,6.4878,52.15,0
1,0.61903,0,1,7.0487,42.25,0
1,0.68703,0,0,7.1633,60,0
1,0.6092,1,0,7.0327,39.15,0
1,0.70876,0,0,7.202,60,0
1,0.10815,1,0,6.0927,2.9,0
1,0.21699,0,0,6.3747,60,0
1,0.72112,0,0,7.2246,60,0
1,0.82697,0,0,7.4457,60,0
1,0.42566,0,0,6.7442,60,0
1,0.26043,0,1,6.4618,46.15,0
1,0.24382,1,0,6.4295,16.75,0
1,0.64991,0,1,7.0997,42.55,0
1,0.43873,0,0,6.7648,60,0
1,0.12801,1,0,6.1552,28.75,0
1,0.12917,0,1,6.1586,18.9,0
1,0.58411,0,0,6.9925,60,0
1,0.81679,1,0,7.4215,43.3,0
1,0.82478,0,0,7.4404,60,0
1,0.86257,0,0,7.5387,60,0
1,0.49661,0,0,6.8553,60,0
1,0.87737,0,0,7.5821,60,0
0,-1,0,0,-1,9.7,1
0,-1,0,0,-1,1.55,1
1,0.51497,0,0,6.8839,60,0
1,0.18788,0,0,6.3105,60,0
1,0.73734,0,1,7.255,14.55,0
1,0.73463,0,1,7.2499,0.25,0
1,0.45154,0,1,6.7849,24.8,0
1,0.64778,0,1,7.0961,52.7,0
1,0.4005,0,1,6.704,27.9,0
1,0.58671,0,1,6.9966,30.05,0
1,0.1319,1,0,6.1666,23.35,0
1,0.51657,0,1,6.8864,7.2,0
1,0.64174,0,1,7.0861,14,0
1,0.83857,0,0,7.4745,60,0
1,0.37401,0,1,6.6611,19.1,0
1,0.58647,1,0,6.9962,5.45,0
1,0.40447,0,0,6.7104,60,0
1,0.16821,1,0,6.2636,21.3,0
1,0.34319,0,1,6.6098,2.7,0
1,0.56291,0,1,6.9589,49.6,0
1,0.12367,1,0,6.1421,0.95,0
1,0.18856,0,1,6.3121,35.35,0
1,0.46449,0,0,6.8052,60,0
1,0.31847,1,0,6.5675,7.7,0
0,-1,0,0,-1,0.55,1
1,0.59239,0,1,7.0057,9.5,0
1,0.25331,1,0,6.4481,13.8,0
0,-1,0,0,-1,14.65,1
1,0.25184,0,0,6.4453,60,0
1,0.51068,0,0,6.8772,60,0
1,0.91545,0,1,7.7145,16.85,0
1,0.45284,0,1,6.787,9.2,0
0,-1,0,0,-1,2.6,1
1,0.66556,0,1,7.1262,7.3,0
1,0.22461,1,0,6.3906,2.55,0
1,0.53053,0,0,6.9081,60,0
1,0.058619,0,1,5.8877,6.8,0
1,0.76515,0,0,7.3095,60,0
1,0.49736,0,1,6.8564,38.8,0
1,0.42632,1,0,6.7452,9.95,0
1,0.55725,0,0,6.95,60,0
1,0.1394,0,1,6.188,2.35,0
1,0.043978,1,0,5.8009,2,0
1,0.82297,0,1,7.4361,10,0
1,0.37338,0,0,6.66,60,0
1,0.38752,1,0,6.6831,11.55,0
1,0.041437,1,0,5.7836,14.5,0
1,0.053165,1,0,5.8577,35.4,0
1,0.82641,0,0,7.4444,60,0
1,0.21167,0,1,6.3633,5.65,0
0,-1,0,0,-1,2.95,1
0,-1,0,0,-1,8.85,1
1,0.89047,0,1,7.6238,54.05,0
1,0.92607,0,0,7.7593,60,0
0,-1,0,0,-1,10.35,1
0,-1,0,0,-1,5,1
1,0.57909,0,1,6.9845,26.2,0
1,0.35064,0,0,6.6223,60,0
1,0.10643,0,1,6.0869,18,0
1,0.97812,0,0,8.1128,60,0
1,0.41974,0,1,6.7348,8.8,0
1,0.011019,0,1,5.4386,3.75,0
1,0.22139,1,0,6.3839,23.35,0
1,0.65827,0,0,7.1138,60,0
1,0.38484,1,0,6.6787,50.8,0
0,-1,0,0,-1,36.15,1
1,0.97052,0,0,8.0334,60,0
1,0.97723,0,0,8.1024,60,0
1,0.96029,0,0,7.9499,60,0
1,0.14762,1,0,6.2105,9.3,0
1,0.7664,0,0,7.3121,60,0
1,0.67972,0,0,7.1505,60,0
1,0.53746,0,0,6.919,60,0
1,0.42522,0,1,6.7435,18.85,0
1,0.23442,0,0,6.4107,60,0
1,0.69062,0,0,7.1696,60,0
1,0.7787,1,0,7.3374,36.1,0
1,0.51552,0,1,6.8847,12.25,0
1,0.84497,0,0,7.491,60,0
1,0.41737,0,0,6.731,60,0
1,0.39797,0,1,6.7,20.4,0
1,0.3487,0,0,6.6191,60,0
1,0.45163,0,0,6.7851,60,0
1,0.88893,0,0,7.6187,60,0
1,0.56353,0,0,6.9599,60,0
1,0.46287,0,0,6.8027,60,0
1,0.18234,1,0,6.2976,23.3,0
1,0.88548,0,1,7.6076,1.85,0
1,0.61953,0,0,7.0495,60,0
1,0.51893,1,0,6.89,35.5,0
1,0.011143,1,0,5.4412,8.75,0
1,0.33367,0,1,6.5936,21.15,0
1,0.5376,0,0,6.9192,60,0
1,0.03126,1,0,5.7039,1.95,0
1,0.22828,1,0,6.3982,11.2,0
1,0.026967,1,0,5.6636,28.45,0
1,0.19626,0,1,6.3295,47.65,0
1,0.3127,0,0,6.5574,60,0
1,0.60494,0,1,7.0258,42.35,0
1,0.53628,0,0,6.9171,60,0
1,0.026345,1,0,5.6574,8.15,0
1,0.12193,1,0,6.1368,36.35,0
1,0.03838,1,0,5.7615,29.6,0
1,0.81066,1,0,7.4073,34.95,0
1,0.38143,1,0,6.6732,34.65,0
1,0.7516,0,0,7.2826,60,0
1,0.96217,0,1,7.9638,23.8,0
1,0.295,1,0,6.5259,24.55,0
1,0.32303,1,0,6.5754,7,0
0,-1,0,0,-1,2.6,1
1,0.74718,0,0,7.2739,60,0
1,0.97107,0,1,8.0385,15.05,0
1,0.82825,0,1,7.4489,12.45,0
1,0.67001,0,0,7.1338,60,0
0,-1,0,0,-1,37.45,1
1,0.23377,1,0,6.4094,5.3,0
1,0.94285,0,0,7.8412,60,0
1,0.47931,0,0,6.8283,60,0
1,0.092452,0,1,6.0372,54.45,0
1,0.8128,0,1,7.4122,17.55,0
1,0.007623,1,0,5.3537,0.3,0
1,0.080515,1,0,5.9901,6.3,0
1,0.77547,0,1,7.3307,20.35,0
1,0.65254,0,0,7.1041,60,0
1,0.7613,0,1,7.3018,7.7,0
1,0.73345,1,0,7.2476,11,0
1,0.8381,0,1,7.4733,37.45,0
1,0.60441,0,1,7.025,44.7,0
1,0.85017,0,0,7.5047,60,0
1,0.75827,0,1,7.2957,20.35,0
1,0.54657,0,1,6.9332,31.6,0
1,0.16351,0,1,6.2519,36.55,0
1,0.69931,0,1,7.185,26.1,0
1,0.33863,0,1,6.6021,3.6,0
0,-1,0,0,-1,2.85,1
1,0.47441,1,0,6.8207,22.15,0
1,0.77603,0,1,7.3318,5.85,0
1,0.052465,1,0,5.8536,4.8,0
1,0.87826,0,1,7.5849,27.15,0
1,0.37826,0,0,6.668,60,0
1,0.30899,0,0,6.5509,60,0
1,0.13247,0,0,6.1683,60,0
1,0.23338,1,0,6.4086,24.15,0
1,0.60121,1,0,7.0198,11.15,0
1,0.94665,0,0,7.8624,60,0
1,0.86285,0,0,7.5395,60,0
0,-1,0,0,-1,0.25,1
1,0.99229,0,0,8.3648,60,0
1,0.72516,1,0,7.2321,21.65,0
1,0.011522,1,0,5.4491,36.2,0
1,0.88867,0,1,7.6179,53.85,0
1,0.57549,0,1,6.9788,40.9,0
1,0.70356,0,1,7.1926,10.7,0
1,0.56177,1,0,6.9571,40.9,0
1,0.62752,0,0,7.0626,60,0
1,0.91472,0,1,7.7116,36.25,0
1,0.057172,1,0,5.88,7.85,0
1,0.13457,1,0,6.1743,4.2,0
1,0.9171,0,0,7.7212,60,0
1,0.35487,0,0,6.6294,60,0
1,0.56887,0,1,6.9683,10.3,0
1,0.77839,0,0,7.3367,60,0
1,0.30699,1,0,6.5473,25.75,0
1,0.12869,1,0,6.1572,15.45,0
1,0.66117,0,0,7.1187,60,0
1,0.97649,0,0,8.094,60,0
1,0.021857,1,0,5.6081,3.8,0
1,0.56402,0,0,6.9606,60,0
1,0.11009,1,0,6.0992,26.2,0
1,0.66638,0,1,7.1276,44.15,0
1,0.67942,0,0,7.15,60,0
1,0.24434,1,0,6.4305,0.35,0
1,0.99321,0,0,8.3933,60,0
1,0.46137,0,1,6.8003,35.25,0
1,0.97771,0,1,8.108,56.5,0
1,0.72687,0,0,7.2353,60,0
1,0.42987,0,1,6.7508,30.2,0
1,0.79953,0,1,7.3822,48.15,0
1,0.60477,1,0,7.0256,41.25,0
1,0.10371,0,1,6.0776,6.55,0
1,0.34848,0,1,6.6187,27.95,0
0,-1,0,0,-1,3.25,1
1,0.12355,1,0,6.1418,5.5,0
1,0.95355,0,0,7.9041,60,0
1,0.7886,0,0,7.3584,60,0
1,0.92273,1,0,7.7447,30.9,0
1,0.70126,1,0,7.1885,29,0
1,0.36121,1,0,6.64,29.95,0
1,0.99463,0,1,8.445,13.3,0
1,0.96792,0,0,8.0101,60,0
1,0.78327,0,1,7.347,43.9,0
1,0.47901,0,1,6.8279,29.25,0
